company_priority,company_code,company_name,industry,business_priority,business_id,business_name,status,split_reason,source_requirements,business_bmc_md_path,image_path,reviewer_notes,updated_at,draft_quality,same_template_group_size,same_template_businesses,research_next_step
1,8306,三菱UFJフィナンシャル・グループ,銀行業,1,8306-01-business,法人・リテール,source_review,国内個人・中堅中小企業・富裕層向けの預金、決済、融資、資産運用を一体で扱うため、法人/個人接点を事業単位で深掘りする,https://www.mufg.jp/ir/fs/2025/index.html | https://www.mufg.jp/dam/ir/fs/2025/pdf/summary2603_ja.pdf | https://www.mufg.jp/ir/presentation/2025/index.html | https://www.mufg.jp/dam/ir/presentation/2025/pdf/slides2603_ja.pdf | https://www.mufg.jp/dam/ir/fs/2025/pdf/summary2506_en.pdf,business_bmcs/8306/8306-01-business.md,images/business_bmcs/8306/8306-01-business.png,公式資料に基づく事業別初期案。未確認のKPI・主要商品別収益は追加レビュー。,2026-06-11,source_based_draft,1,法人・リテール,公式資料のセグメント別KPI、主要商品別収益、顧客別収益で記述を追加検証する
10,8031,三井物産,卸売業,2,8031-02-business,エネルギー,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-02-business.md,images/business_bmcs/8031/8031-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 金属資源、エネルギー、化学品、生活産業。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,金属資源、エネルギー、化学品、生活産業,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
10,8031,三井物産,卸売業,3,8031-03-business,機械・インフラ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-03-business.md,images/business_bmcs/8031/8031-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,機械・インフラ,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
10,8031,三井物産,卸売業,4,8031-04-business,化学品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-04-business.md,images/business_bmcs/8031/8031-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 金属資源、エネルギー、化学品、生活産業。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,金属資源、エネルギー、化学品、生活産業,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
10,8031,三井物産,卸売業,5,8031-05-business,鉄鋼製品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-05-business.md,images/business_bmcs/8031/8031-05-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 鉄鋼製品、次世代・機能推進。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,鉄鋼製品、次世代・機能推進,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
10,8031,三井物産,卸売業,6,8031-06-business,生活産業,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-06-business.md,images/business_bmcs/8031/8031-06-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 金属資源、エネルギー、化学品、生活産業。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,金属資源、エネルギー、化学品、生活産業,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
10,8031,三井物産,卸売業,7,8031-07-business,次世代・機能推進,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsui.com/jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8031/8031-07-business.md,images/business_bmcs/8031/8031-07-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 鉄鋼製品、次世代・機能推進。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,鉄鋼製品、次世代・機能推進,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
11,7011,三菱重工業,機械,1,7011-01-business,エナジー,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mhi.com/jp/finance/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7011/7011-01-business.md,images/business_bmcs/7011/7011-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
11,7011,三菱重工業,機械,2,7011-02-business,プラント・インフラ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mhi.com/jp/finance/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7011/7011-02-business.md,images/business_bmcs/7011/7011-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
11,7011,三菱重工業,機械,3,7011-03-business,物流・冷熱・ドライブシステム,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mhi.com/jp/finance/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7011/7011-03-business.md,images/business_bmcs/7011/7011-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
11,7011,三菱重工業,機械,4,7011-04-business,航空・防衛・宇宙,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mhi.com/jp/finance/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7011/7011-04-business.md,images/business_bmcs/7011/7011-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,エナジー、プラント・インフラ、物流・冷熱・ドライブシステム、航空・防衛・宇宙,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
12,6857,アドバンテスト,電気機器,1,6857-01-business,半導体・部品テストシステム,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.advantest.com/ja/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6857/6857-01-business.md,images/business_bmcs/6857/6857-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 半導体・部品テストシステム、メカトロニクス関連、サービス他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,半導体・部品テストシステム、メカトロニクス関連、サービス他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
12,6857,アドバンテスト,電気機器,2,6857-02-business,メカトロニクス関連,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.advantest.com/ja/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6857/6857-02-business.md,images/business_bmcs/6857/6857-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 半導体・部品テストシステム、メカトロニクス関連、サービス他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,半導体・部品テストシステム、メカトロニクス関連、サービス他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
12,6857,アドバンテスト,電気機器,3,6857-03-business,サービス他,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.advantest.com/ja/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6857/6857-03-business.md,images/business_bmcs/6857/6857-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 半導体・部品テストシステム、メカトロニクス関連、サービス他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,半導体・部品テストシステム、メカトロニクス関連、サービス他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
13,8766,東京海上ホールディングス,保険業,1,8766-01-business,国内損害保険,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.tokiomarinehd.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8766/8766-01-business.md,images/business_bmcs/8766/8766-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 国内損害保険、国内生命保険。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,国内損害保険、国内生命保険,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
13,8766,東京海上ホールディングス,保険業,2,8766-02-business,国内生命保険,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.tokiomarinehd.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8766/8766-02-business.md,images/business_bmcs/8766/8766-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 国内損害保険、国内生命保険。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,国内損害保険、国内生命保険,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
13,8766,東京海上ホールディングス,保険業,3,8766-03-business,海外保険,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.tokiomarinehd.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8766/8766-03-business.md,images/business_bmcs/8766/8766-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,海外保険,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
14,6861,キーエンス,電気機器,1,6861-01-fa,FAセンサ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.keyence.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6861/6861-01-fa.md,images/business_bmcs/6861/6861-01-fa.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,FAセンサ,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
14,6861,キーエンス,電気機器,2,6861-02-business,測定器,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.keyence.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6861/6861-02-business.md,images/business_bmcs/6861/6861-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 測定器、画像処理、制御・レーザ関連機器。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,測定器、画像処理、制御・レーザ関連機器,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
14,6861,キーエンス,電気機器,3,6861-03-business,画像処理,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.keyence.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6861/6861-03-business.md,images/business_bmcs/6861/6861-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 測定器、画像処理、制御・レーザ関連機器。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,測定器、画像処理、制御・レーザ関連機器,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
14,6861,キーエンス,電気機器,4,6861-04-business,制御・レーザ関連機器,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.keyence.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6861/6861-04-business.md,images/business_bmcs/6861/6861-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 測定器、画像処理、制御・レーザ関連機器。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,測定器、画像処理、制御・レーザ関連機器,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
15,6503,三菱電機,電気機器,1,6503-01-business,インフラ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsubishielectric.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6503/6503-01-business.md,images/business_bmcs/6503/6503-01-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,インフラ,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
15,6503,三菱電機,電気機器,2,6503-02-business,インダストリー・モビリティ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsubishielectric.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6503/6503-02-business.md,images/business_bmcs/6503/6503-02-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,インダストリー・モビリティ,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
15,6503,三菱電機,電気機器,3,6503-03-business,ライフ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsubishielectric.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6503/6503-03-business.md,images/business_bmcs/6503/6503-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,ライフ,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
15,6503,三菱電機,電気機器,4,6503-04-business,ビジネスプラットフォーム,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsubishielectric.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6503/6503-04-business.md,images/business_bmcs/6503/6503-04-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,ビジネスプラットフォーム,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
15,6503,三菱電機,電気機器,5,6503-05-business,セミコンダクター・デバイス,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.mitsubishielectric.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6503/6503-05-business.md,images/business_bmcs/6503/6503-05-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,セミコンダクター・デバイス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,1,8001-01-business,繊維,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-01-business.md,images/business_bmcs/8001/8001-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 繊維、住生活、情報・金融、第8。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,繊維、住生活、情報・金融、第8,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,2,8001-02-business,機械,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-02-business.md,images/business_bmcs/8001/8001-02-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,機械,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,3,8001-03-business,金属,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-03-business.md,images/business_bmcs/8001/8001-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 金属、エネルギー・化学品、食料。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,金属、エネルギー・化学品、食料,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,4,8001-04-business,エネルギー・化学品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-04-business.md,images/business_bmcs/8001/8001-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 金属、エネルギー・化学品、食料。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,金属、エネルギー・化学品、食料,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,5,8001-05-business,食料,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-05-business.md,images/business_bmcs/8001/8001-05-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 金属、エネルギー・化学品、食料。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,金属、エネルギー・化学品、食料,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,6,8001-06-business,住生活,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-06-business.md,images/business_bmcs/8001/8001-06-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 繊維、住生活、情報・金融、第8。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,繊維、住生活、情報・金融、第8,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,7,8001-07-business,情報・金融,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-07-business.md,images/business_bmcs/8001/8001-07-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 繊維、住生活、情報・金融、第8。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,繊維、住生活、情報・金融、第8,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
16,8001,伊藤忠商事,卸売業,8,8001-08-8,第8,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.itochu.co.jp/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/8001/8001-08-8.md,images/business_bmcs/8001/8001-08-8.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 繊維、住生活、情報・金融、第8。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,繊維、住生活、情報・金融、第8,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
17,4063,信越化学工業,化学,1,4063-01-business,生活環境基盤材料,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.shinetsu.co.jp/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4063/4063-01-business.md,images/business_bmcs/4063/4063-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 生活環境基盤材料、加工・商事・技術サービス。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,生活環境基盤材料、加工・商事・技術サービス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
17,4063,信越化学工業,化学,2,4063-02-business,電子材料,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.shinetsu.co.jp/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4063/4063-02-business.md,images/business_bmcs/4063/4063-02-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,電子材料,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
17,4063,信越化学工業,化学,3,4063-03-business,機能材料,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.shinetsu.co.jp/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4063/4063-03-business.md,images/business_bmcs/4063/4063-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,機能材料,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
17,4063,信越化学工業,化学,4,4063-04-business,加工・商事・技術サービス,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.shinetsu.co.jp/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4063/4063-04-business.md,images/business_bmcs/4063/4063-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: 生活環境基盤材料、加工・商事・技術サービス。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,生活環境基盤材料、加工・商事・技術サービス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
18,7741,HOYA,精密機器,1,7741-01-business,ライフケア,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.hoya.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7741/7741-01-business.md,images/business_bmcs/7741/7741-01-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,ライフケア,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
18,7741,HOYA,精密機器,2,7741-02-business,情報・通信,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.hoya.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7741/7741-02-business.md,images/business_bmcs/7741/7741-02-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,情報・通信,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
19,9983,ファーストリテイリング,小売業,1,9983-01-business,国内ユニクロ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.fastretailing.com/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9983/9983-01-business.md,images/business_bmcs/9983/9983-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
19,9983,ファーストリテイリング,小売業,2,9983-02-business,海外ユニクロ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.fastretailing.com/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9983/9983-02-business.md,images/business_bmcs/9983/9983-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
